w [t],x1,x2,x3,x4,x5
43.71042416,-1.652,0.764,1.892,-1.068,0.652
43.8829728,-1.436,-0.604,1.604,-1.548,-0.236
44.0547274,-1.428,1.076,1.652,-0.068,1.62
44.17786059,-1.292,1.684,1.596,0.284,-0.38
44.22996205,-1.132,-1.372,1.62,-0.612,0.948
44.24216603,-0.82,1.788,1.852,1.004,-1.716
44.6081078,-1.476,-0.932,1.836,-0.1,1.3
44.66513113,-0.852,-1.148,1.9,1.684,1.612
44.75022219,-0.86,-1.588,1.908,0.348,0.732
44.79050272,-1.1,-1.316,1.788,-1.604,-1.476
45.81429274,-1.172,0.788,1.948,-1.708,-1.204
45.99954733,-1.236,-1.508,1.972,-0.828,-1.628
